title,abstract
"A Mirroring Theorem and its Application to a New Method of Unsupervised
  Hierarchical Pattern Classification","  In this paper, we prove a crucial theorem called Mirroring Theorem which
affirms that given a collection of samples with enough information in it such
that it can be classified into classes and subclasses then (i) There exists a
mapping which classifies and subclassifies these samples (ii) There exists a
hierarchical classifier which can be constructed by using Mirroring Neural
Networks (MNNs) in combination with a clustering algorithm that can approximate
this mapping. Thus, the proof of the Mirroring theorem provides a theoretical
basis for the existence and a practical feasibility of constructing
hierarchical classifiers, given the maps. Our proposed Mirroring Theorem can
also be considered as an extension to Kolmogrovs theorem in providing a
realistic solution for unsupervised classification. The techniques we develop,
are general in nature and have led to the construction of learning machines
which are (i) tree like in structure, (ii) modular (iii) with each module
running on a common algorithm (tandem algorithm) and (iv) selfsupervised. We
have actually built the architecture, developed the tandem algorithm of such a
hierarchical classifier and demonstrated it on an example problem.
"
"A coarse-grained generalized second law for holographic conformal field
  theories","  We consider the universal sector of a $d$-dimensional large-$N$
strongly-interacting holographic CFT on a black hole spacetime background $B$.
When our CFT$_d$ is coupled to dynamical Einstein-Hilbert gravity with Newton
constant $G_{d}$, the combined system can be shown to satisfy a version of the
thermodynamic Generalized Second Law (GSL) at leading order in $G_{d}$. The
quantity $S_{CFT} + \frac{A(H_{B, \text{perturbed}})}{4G_{d}}$ is
non-decreasing, where $A(H_{B, \text{perturbed}})$ is the (time-dependent) area
of the new event horizon in the coupled theory. Our $S_{CFT}$ is the notion of
(coarse-grained) CFT entropy outside the black hole given by causal holographic
information -- a quantity in turn defined in the AdS$_{d+1}$ dual by the
renormalized area $A_{ren}(H_{\rm bulk})$ of a corresponding bulk causal
horizon. A corollary is that the fine-grained GSL must hold for finite
processes taken as a whole, though local decreases of the fine-grained
generalized entropy are not obviously forbidden. Another corollary, given by
setting $G_{d} = 0$, states that no finite process taken as a whole can
increase the renormalized free energy $F = E_{out} - T S_{CFT} - \Omega J -
\Phi Q$, with $T, \Omega, \Phi$ constants set by ${H}_B$. This latter corollary
constitutes a 2nd law for appropriate non-compact AdS event horizons.
"
"The Friedmann-Lemaitre-Robertson-Walker Big Bang singularities are well
  behaved","  We show that the Big Bang singularity of the
Friedmann-Lemaitre-Robertson-Walker model does not raise major problems to
General Relativity. We prove a theorem showing that the Einstein equation can
be written in a non-singular form, which allows the extension of the spacetime
before the Big Bang. The physical interpretation of the fields used is
discussed. These results follow from our research on singular semi-Riemannian
geometry and singular General Relativity.
"
Probing New Physics with b to s l l and b to s nu nu transitions,"  The rare decay B to K* (to K pi) mu+ mu- is regarded as one of the crucial
channels for B physics since its angular distribution gives access to many
observables that offer new important tests of the Standard Model and its
extensions. We point out a number of correlations among various observables
which will allow a clear distinction between different New Physics (NP)
scenarios. Furthermore, we discuss the decay B to K* nu anti-nu which allows
for a transparent study of Z penguin effects in NP frameworks in the absence of
dipole operator contributions and Higgs penguin contributions. We study all
possible observables in B to K* nu anti-nu and the related b to s transitions B
to K nu anti-nu and B to X_s nu anti-nu in the context of the SM and various NP
models.
"
"A Northern Sky Survey for Point-Like Sources of EeV Neutral Particles
  with the Telescope Array Experiment","  We report on the search for steady point-like sources of neutral particles
around 10$^{18}$ eV between 2008 May and 2013 May with the scintillator surface
detector of the Telescope Array experiment. We found overall no significant
point-like excess above 0.5 EeV in the northern sky. Subsequently, we also
searched for coincidence with the Fermi bright Galactic sources. No significant
coincidence was found within the statistical uncertainty. Hence, we set an
upper limit on the neutron flux that corresponds to an averaged flux of 0.07
km$^{-2}$ yr$^{-1}$ for $E>1$ EeV in the northern sky at the 95% confidence
level. This is the most stringent flux upper limit in a northern sky survey
assuming point-like sources. The upper limit at the 95% confidence level on the
neutron flux from Cygnus X-3 is also set to 0.2 km$^{-2}$ yr$^{-1}$ for $E>0.5$
EeV. This is an order of magnitude lower than previous flux measurements.
"
"Examples of area-minimizing surfaces in the subriemannian Heisenberg
  group H^1 with low regularity","  We give new examples of entire area-minimizing t-graphs in the subriemannian
Heisenberg group H^1. Most of the examples are locally lipschitz in Euclidean
sense. Some regular examples have prescribed singular set consisting of either
a horizontal line or a finite number of horizontal halflines extending from a
given point. Amongst them, a large family of area-minimizing cones is obtained.
"
"Microscopics of disordered two-dimensional electron gases under high
  magnetic fields: Equilibrium properties and dissipation in the hydrodynamic
  regime","  We develop in detail a new formalism [as a sequel to the work of T. Champel
and S. Florens, Phys. Rev. B 75, 245326 (2007)] that is well-suited for
treating quantum problems involving slowly-varying potentials at high magnetic
fields in two-dimensional electron gases. For an arbitrary smooth potential we
show that electronic Green's function is fully determined by closed recursive
expressions that take the form of a high magnetic field expansion in powers of
the magnetic length l_B. For illustration we determine entirely Green's
function at order l_B^3, which is then used to obtain quantum expressions for
the local charge and current electronic densities at equilibrium. Such results
are valid at high but finite magnetic fields and for arbitrary temperatures, as
they take into account Landau level mixing processes and wave function
broadening. We also check the accuracy of our general functionals against the
exact solution of a one-dimensional parabolic confining potential,
demonstrating the controlled character of the theory to get equilibrium
properties. Finally, we show that transport in high magnetic fields can be
described hydrodynamically by a local equilibrium regime and that dissipation
mechanisms and quantum tunneling processes are intrinsically included at the
microscopic level in our high magnetic field theory. We calculate microscopic
expressions for the local conductivity tensor, which possesses both transverse
and longitudinal components, providing a microscopic basis for the
understanding of dissipative features in quantum Hall systems.
"
"The Entropy Gain of Linear Time-Invariant Filters and Some of its
  Implications","  We study the increase in per-sample differential entropy rate of random
sequences and processes after being passed through a non minimum-phase (NMP)
discrete-time, linear time-invariant (LTI) filter G. For such filters and
random processes, it has long been established that this entropy gain, Gain(G),
equals the integral of log|G(exp(jw))|. It is also known that, if the first
sample of the impulse response of G has unit-magnitude, then this integral
equals the sum of the logarithm of the magnitudes of the non-minimum phase
zeros of G, say B(G). In this note, we begin by showing that existing
time-domain proofs of these results, which consider finite length-n sequences
and then let n tend to infinity, have neglected significant mathematical terms
and, therefore, are inaccurate. We discuss some of the implications of this
oversight when considering random processes. We then present a rigorous
time-domain analysis of the entropy gain of LTI filters for random processes.
In particular, we show that the entropy gain between equal-length input and
output sequences is upper bounded by B(G) and arises if and only if there
exists an output additive disturbance with finite differential entropy (no
matter how small) or a random initial state. Instead, when comparing the input
differential entropy to that of the entire (longer) output of G, the entropy
gain equals B(G) without the need for additional exogenous random signals. We
illustrate some of the consequences of these results by presenting their
implications in three different problems. Specifically: a simple derivation of
the rate-distortion function for Gaussian non-stationary sources, conditions
for equality in an information inequality of importance in networked control
problems, and an observation on the capacity of auto-regressive Gaussian
channels with feedback.
"
"Dispersive estimates with loss of derivatives via the heat semigroup and
  the wave operator","  This paper aims to give a general (possibly compact or noncompact) analog of
Strichartz inequalities with loss of derivatives, obtained by Burq, G\'erard,
and Tzvetkov [19] and Staffilani and Tataru [51]. Moreover we present a new
approach, relying only on the heat semigroup in order to understand the
analytic connexion between the heat semigroup and the unitary Schr\""odinger
group (both related to a same self-adjoint operator). One of the novelty is to
forget the endpoint $L^1-L^\infty$ dispersive estimates and to look for a
weaker $H^1-BMO$ estimates (Hardy and BMO spaces both adapted to the heat
semigroup). This new point of view allows us to give a general framework
(infinite metric spaces, Riemannian manifolds with rough metric, manifolds with
boundary,...) where Strichartz inequalities with loss of derivatives can be
reduced to microlocalized $L^2-L^2$ dispersive properties. We also use the link
between the wave propagator and the unitary Schr\""odinger group to prove how
short time dispersion for waves implies dispersion for the Schr\""odinger group.
"
The SL(2)-type and Base Change,"  The SL(2)-type of any smooth, irreducible and unitarizable representation of
GL(n) over a p-adic field was defined by Venkatesh. We provide a natural way to
extend the definition to all smooth and irreducible representations. For
unitarizable representations we show that the SL(2)-type of a representation is
preserved under base change with respect to any finite extension. The Klyachko
model of a smooth, irreducible and unitarizable representation \pi of GL(n)
depends only on the SL(2)-type of \pi. As a consequence we observe that the
Klyachko model of \pi and of its base-change are of the same type.
"
"Vector rectangular-shape laser based on reduced graphene oxide
  interacting with long fiber taper","  A vector dual-wavelength rectangular-shape laser (RSL) based on a long fiber
taper deposited with reduced graphene oxide is proposed, where the nonlinearity
is enhanced due to large evanescent-field-interacting length and strong field
confinement of a 8 mm fiber taper with a waist diameter of 4 micronmeters.
Graphene flakes are deposited uniformly on the taper waist with light pressure
effect, so this structure guarantees both excellent saturable absorption and
high nonlinearity. The RSL with a repetition rate of 7.9 MHz exhibits fast
polarization switching in two orthogonal polarization directions, and the
temporal and spectral characteristics are investigated. The results suggest
that the long taper-based graphene structure is an efficient choice for
nonlinear devices.
"
Coherence of local and global hulls,"  We give necessary and sufficient conditions for the hull of a coherent sheaf
to be coherent.
"
"Hypercomputation: Towards an extension of the classical notion of
  Computability?","  The purpose of this thesis is to make an analysis of the concept of
Hypercomputation and of some hypermachines. This thesis is separated in three
main parts. We start in the first chapter with an analysis of the concept of
Classical Computability with the Turing Machine and the Church-Turing thesis as
a main reference and afterwards, in the second chapter, we continue with an
analysis of hypercomputation and some hypermachines. Attention is given to the
possible physical realization of these machines and their usefulness. In the
third chapter a superficial introduction to Quantum Computing is made and a
brief analysis to a quantum hypercomputational model, Tien D. Kieu's Adiabatic
Quantum Computing.
"
Scaling of complex polymers: new universality classes and beyond,"  We analyse scaling laws that govern macromolecules of different topology:
polymer chains, homogeneous and miktoarm star polymers in a good solvent
possibly constrained by a porous medium. The latter is modelled by
long-range-correlated disorder with a pair correlation function g(r) that
decays with a power law g(r) r^{-a} at large distances r. We show that this
type of disorder changes the universality class of the system. Within the
frames of the field-theoretical renormalization group approach we obtain the
corresponding new universal critical exponents for systems of homogeneous and
star copolymers and discuss different consequences of the architecture
dependent change of the scaling behaviour.
"
Massive Stars as Cosmic Engines through the Ages,"  Some useful developments in the model physics are briefly presented, followed
by model results on chemical enrichments and WR stars. We discuss the expected
rotation velocities of WR stars. We emphasize that the (C+O)/He ratio is a
better chemical indicator of evolution for WC stars than the C/He ratios. With
or without rotation, at a given luminosity the (C+O)/He ratios should be higher
in regions of lower metallicity Z. Also, for a given (C+O)/He ratio the WC
stars in lower Z regions have higher luminosities. The WO stars, which are
likely the progenitors of supernovae SNIc and of some GRBs, should
preferentially be found in regions of low Z and be the descendants of very high
initial masses. Finally, we emphasize the physical reasons why massive rotating
low Z stars may also experience heavy mass loss
"
Wormholes and Entanglement,"  Maldacena and Susskind have proposed a correspondence between wormholes and
entanglement, dubbed ER=EPR. We study this in the context of 3d topological
quantum field theory, where we show that the formation of a wormhole is the
same process as creating a particle-antiparticle pair. A key feature of the
ER=EPR proposal is that certain apparently entangled degrees of freedom turn
out to be the same. We name this phenomenon ""fake entanglement"", and show how
it arises in our topological quantum field theory model.
"
Path-polarization hyperentangled and cluster states of photons on a chip,"  Encoding many qubits in different degrees of freedom (DOFs) of single photons
is one of the routes towards enlarging the Hilbert space spanned by a photonic
quantum state. Hyperentangled photon states (i.e. states showing entanglement
in multiple DOFs) have demonstrated significant implications for both
fundamental physics tests and quantum communication and computation. Increasing
the number of qubits of photonic experiments requires miniaturization and
integration of the basic elements and functions to guarantee the set-up
stability. This motivates the development of technologies allowing the precise
control of different photonic DOFs on a chip. We demonstrate the contextual use
of path and polarization qubits propagating within an integrated quantum
circuit. We tested the properties of four-qubit linear cluster states built on
both DOFs. Our results pave the way towards the full integration on a chip of
hybrid multiqubit multiphoton states.
"
Gravity in quantum spacetime,"  The literature on quantum-gravity-inspired scenarios for the quantization of
spacetime has so far focused on particle-physics-like studies. This is partly
justified by the present limitations of our understanding of quantum-gravity
theories, but we here argue that valuable insight can be gained through
semi-heuristic analyses of the implications for gravitational phenomena of some
results obtained in the quantum-spacetime literature. In particular, we show
that the types of description of particle propagation that emerged in certain
quantum-spacetime frameworks have striking implications for gravitational
collapse and for the behaviour of gravity at large distances.
"
Diffraction at TOTEM,"  The TOTEM experiment at the LHC measures the total proton-proton cross
section with the luminosity-independent method and the elastic proton-proton
cross-section over a wide |t|-range. It also performs a comprehensive study of
diffraction, spanning from cross-section measurements of individual diffractive
processes to the analysis of their event topologies. Hard diffraction will be
studied in collaboration with CMS taking advantage of the large common rapidity
coverage for charged and neutral particle detection and the large variety of
trigger possibilities even at large luminosities. TOTEM will take data under
all LHC beam conditions including standard high luminosity runs to maximize its
physics reach. This contribution describes the main features of the TOTEM
physics programme including measurements to be made in the early LHC runs. In
addition, a novel scheme to extend the diffractive proton acceptance for high
luminosity runs by installing proton detectors at IP3 is described.
"
"Symmetry invariance, anticommutativity and nilpotency in BRST approach
  to QED: superfield formalism","  We provide the geometrical interpretation for the Becchi-Rouet-Stora-Tyutin
(BRST) and anti-BRST symmetry invariance of the Lagrangian density of a four (3
+ 1)-dimensional (4D) interacting U(1) gauge theory within the framework of
superfield approach to BRST formalism. This interacting theory, where there is
an explicit coupling between the U(1) gauge field and matter (Dirac) fields, is
considered on a (4, 2)-dimensional supermanifold parametrized by the four
spacetime variables x^\mu (\mu = 0, 1, 2, 3) and a pair of Grassmannian
variables \theta and \bar\theta (with \theta^2 = \bar \theta^2 = 0, \theta
\bar\theta + \bar \theta \theta = 0$). We express the Lagrangian density and
(anti-)BRST charges in the language of the superfields and show that (i) the
(anti-)BRST invariance of the 4D Lagrangian density is equivalent to the
translation of the super Lagrangian density along the Grassmannian direction(s)
(\theta and/or \bar\theta) of the (4, 2)-dimensional supermanifold such that
the outcome of the above translation(s) is zero, and (ii) the anticommutativity
and nilpotency of the (anti-)BRST charges are the automatic consequences of our
superfield formulation.
"
Effects of Non-Circular Motions on Azimuthal Color Gradients,"  Assuming that density waves trigger star formation, and that young stars
preserve the velocity components of the molecular gas where they are born, we
analyze the effects that non-circular gas orbits have on color gradients across
spiral arms. We try two approaches, one involving semi-analytical solutions for
spiral shocks, and another with magnetohydrodynamic (MHD) numerical simulation
data. We find that, if non-circular motions are ignored, the comparison between
observed color gradients and stellar population synthesis models would in
principle yield pattern speed values that are systematically too high for
regions inside corotation, with the difference between the real and the
measured pattern speeds increasing with decreasing radius. On the other hand,
image processing and pixel averaging result in systematically lower measured
spiral pattern speed values, regardless of the kinematics of stellar orbits.
The net effect is that roughly the correct pattern speeds are recovered,
although the trend of higher measured $\Omega_p$ at lower radii (as expected
when non-circular motions exist but are neglected) should still be observed. We
examine the Martinez-Garcia et al. (2009) photometric data and confirm that
this is indeed the case. The comparison of the size of the systematic pattern
speed offset in the data with the predictions of the semi-analytical and MHD
models corroborates that spirals are more likely to end at Outer Lindblad
Resonance, as these authors had already found.
"
Tests of Universality of Baryon Form Factors in Holographic QCD,"  We describe a new exact relation for large $N_c$ QCD for the long-distance
behavior of baryon form factors in the chiral limit, satisfied by all 4D
semi-classical chiral soliton models. We use this relation to test the
consistency of the structure of two different holographic models of baryons.
"
"A central limit theorem and moderate deviations for 2-D Stochastic
  Navier-Stokes equations with jumps","  We study the small noise asymptotics for two-dimensional Navier-Stokes equa-
tions driven by Levy noise. Central limit theorem and moderate deviation are
established under appropriate assumptions, which describes the exponen- tial
rate of convergence of the stochastic solution to the deterministic solution.
"
"Suzaku Observations of the Merging Cluster Abell 85: Temperature Map and
  Impact Direction","  To investigate the present situation of the merging in the southern outer
region of Abell 85, we carried out long (~100 ks) observations with Suzaku, and
produced an X-ray hardness ratio map. We found a high hardness ratio peak in
the east side of a subcluster located in the south of the cluster; an X-ray
spectrum of the region including this peak indicates a high temperature of ~8.5
keV. This hot spot has not been reported so far. We consider that this hot spot
is a postshock region produced by the infall of the subcluster from the
southwest. By using the Rankine--Hugoniot jump conditions for shocks, the Mach
number and the infall velocity of the subcluster are obtained as 1.5 +/- 0.2
and 1950^{+290}_{-280} km s^{-1}, respectively, in the case of merging with the
subcluster from the southwest direction. By using the redshift difference
between the A 85 and the subcluster obtained from optical observations, the
angle between the line of sight and the direction of the motion of the
subcluster is estimated to be 75^{+7}_{-8} degrees. We estimate the kinetic
energy of the subcluster and the energy used for intracluster medium (ICM)
heating to be ~10^{63} and \lesssim 8 \times 10^{60} erg, respectively. This
shows that the deceleration of the subcluster by ICM heating has been
negligibly small.
"
"Search for neutral Higgs bosons of the minimal supersymmetric standard
  model in pp collisions at $\sqrt{s}$ = 8 TeV with the ATLAS detector","  A search for the neutral Higgs bosons predicted by the Minimal Supersymmetric
Standard Model (MSSM) is reported. The analysis is performed on data from
proton-proton collisions at a centre-of-mass energy of 8 TeV collected with the
ATLAS detector at the Large Hadron Collider. The samples used for this search
were collected in 2012 and correspond to integrated luminosities in the range
19.5 - 20.3 fb$^{-1}$. The MSSM Higgs bosons are searched for in the $\tau\tau$
final state. No significant excess over the expected background is observed,
and exclusion limits are derived for the production cross section times
branching fraction of a scalar particle as a function of its mass. The results
are also interpreted in the MSSM parameter space for various benchmark
scenarios.
"
Matroid and Knapsack Center Problems,"  In the classic $k$-center problem, we are given a metric graph, and the
objective is to open $k$ nodes as centers such that the maximum distance from
any vertex to its closest center is minimized. In this paper, we consider two
important generalizations of $k$-center, the matroid center problem and the
knapsack center problem. Both problems are motivated by recent content
distribution network applications. Our contributions can be summarized as
follows:
  1. We consider the matroid center problem in which the centers are required
to form an independent set of a given matroid. We show this problem is NP-hard
even on a line. We present a 3-approximation algorithm for the problem on
general metrics. We also consider the outlier version of the problem where a
given number of vertices can be excluded as the outliers from the solution. We
present a 7-approximation for the outlier version.
  2. We consider the (multi-)knapsack center problem in which the centers are
required to satisfy one (or more) knapsack constraint(s). It is known that the
knapsack center problem with a single knapsack constraint admits a
3-approximation. However, when there are at least two knapsack constraints, we
show this problem is not approximable at all. To complement the hardness
result, we present a polynomial time algorithm that gives a 3-approximate
solution such that one knapsack constraint is satisfied and the others may be
violated by at most a factor of $1+\epsilon$. We also obtain a 3-approximation
for the outlier version that may violate the knapsack constraint by
$1+\epsilon$.
"
Torus Principal Component Analysis with an Application to RNA Structures,"  There are several cutting edge applications needing PCA methods for data on
tori and we propose a novel torus-PCA method with important properties that can
be generally applied. There are two existing general methods: tangent space PCA
and geodesic PCA. However, unlike tangent space PCA, our torus-PCA honors the
cyclic topology of the data space whereas, unlike geodesic PCA, our torus-PCA
produces a variety of non-winding, non-dense descriptors. This is achieved by
deforming tori into spheres and then using a variant of the recently developed
principle nested spheres analysis. This PCA analysis involves a step of small
sphere fitting and we provide an improved test to avoid overfitting. However,
deforming tori into spheres creates singularities. We introduce a data-adaptive
pre-clustering technique to keep the singularities away from the data. For the
frequently encountered case that the residual variance around the PCA main
component is small, we use a post-mode hunting technique for more fine-grained
clustering. Thus in general, there are three successive interrelated key steps
of torus-PCA in practice: pre-clustering, deformation, and post-mode hunting.
We illustrate our method with two recently studied RNA structure (tori) data
sets: one is a small RNA data set which is established as the benchmark for PCA
and we validate our method through this data. Another is a large RNA data set
(containing the small RNA data set) for which we show that our method provides
interpretable principal components as well as giving further insight into its
structure.
"
"Chaotic scattering with direct processes: A generalization of Poisson's
  kernel for non-unitary scattering matrices","  The problem of chaotic scattering in presence of direct processes or prompt
responses is mapped via a transformation to the case of scattering in absence
of such processes for non-unitary scattering matrices, \tilde S. In the absence
of prompt responses, \tilde S is uniformly distributed according to its
invariant measure in the space of \tilde S matrices with zero average, < \tilde
S > =0. In the presence of direct processes, the distribution of \tilde S is
non-uniform and it is characterized by the average < \tilde S > (\neq 0). In
contrast to the case of unitary matrices S, where the invariant measures of S
for chaotic scattering with and without direct processes are related through
the well known Poisson kernel, here we show that for non-unitary scattering
matrices the invariant measures are related by the Poisson kernel squared. Our
results are relevant to situations where flux conservation is not satisfied.
For example, transport experiments in chaotic systems, where gains or losses
are present, like microwave chaotic cavities or graphs, and acoustic or elastic
resonators.
"
Hydrodynamics of the Oscillating Wave Surge Converter in the open ocean,"  A potential flow model is derived for a large flap-type oscillating wave
energy converter in the open ocean. Application of the Green's integral theorem
in the fluid domain yields a hypersingular integral equation for the jump in
potential across the flap. Solution is found via a series expansion in terms of
the Chebyshev polynomials of the second kind and even order. Several
relationships are then derived between the hydrodynamic parameters of the
system. Comparison is made between the behaviour of the converter in the open
ocean and in a channel. The degree of accuracy of wave tank experiments aiming
at reproducing the performance of the device in the open ocean is quantified.
Parametric analysis of the system is then undertaken. It is shown that
increasing the flap width has the beneficial effect of broadening the bandwidth
of the capture factor curve. This phenomenon can be exploited in random seas to
achieve high levels of efficiency.
"
Heisenberg-limited metrology with information recycling,"  Information recycling has been shown to improve the sensitivity of atom
interferometers by exploiting atom-light entanglement. In this paper, we apply
information recycling to an interferometer where the input quantum state has
been partially transferred from some donor system. We demonstrate that when the
quantum state of this donor system is from a particular class of
number-correlated Heisenberg-limited states, information recycling yields a
Heisenberg-limited phase measurement. Crucially, this result holds irrespective
of the fraction of the quantum state transferred to the interferometer input
and also for a general class of number-conserving quantum-state-transfer
processes, including ones that destroy the first-order phase coherence between
the branches of the interferometer. This result could have significant
applications in Heisenberg-limited atom interferometry, where the quantum state
is transferred from a Heisenberg-limited photon source, and in optical
interferometry where the loss can be monitored.
"
"Hydrodynamic theory of coupled current and magnetization dynamics in
  spin-textured ferromagnets","  We develop the hydrodynamical theory of collinear spin currents coupled to
magnetization dynamics in metallic ferromagnets. The collective spin density
couples to the spin current through a U(1) Berry-phase gauge field determined
by the local texture and dynamics of the magnetization. We determine
phenomenologically the dissipative corrections to the equation of motion for
the electronic current, which consist of a dissipative spin-motive force
generated by magnetization dynamics and a magnetic texture-dependent
resistivity tensor. The reciprocal dissipative, adiabatic spin torque on the
magnetic texture follows from the Onsager principle. We investigate the effects
of thermal fluctuations and find that electronic dynamics contribute to a
nonlocal Gilbert damping tensor in the Landau-Lifshitz-Gilbert equation for the
magnetization. Several simple examples, including magnetic vortices, helices,
and spirals, are analyzed in detail to demonstrate general principles.
"
"Spin Polarization and Transport of Surface States in the Topological
  Insulators Bi2Se3 and Bi2Te3 from First Principles","  We investigate the band dispersion and the spin texture of topologically
protected surface states in the bulk topological insulators Bi2Se3 and Bi2Te3
by first-principles methods. Strong spin-orbit entanglement in these materials
reduces the spin-polarization of the surface states to ~50% in both cases; this
reduction is absent in simple models but of important implications to
essentially any spintronic application. We propose a way of controlling the
magnitude of spin polarization associated with a charge current in thin films
of topological insulators by means of an external electric field. The proposed
dual-gate device configuration provides new possibilities for electrical
control of spin.
"
Detecting Single Infrared Photons with 93% System Efficiency,"  Single-photon detectors (SPDs) at near infrared wavelengths with high system
detection efficiency (> 90%), low dark count rate (< 1 counts per second, cps),
low timing jitter (< 100 ps), and short reset time (< 100 ns) would enable
landmark experiments in a variety of fields. Although some of the existing
approaches to single-photon detection fulfill one or two of the above
specifications, to date no detector has met all of the specifications
simultaneously. Here we report on a fiber-coupled single-photon-detection
system employing superconducting nanowire single photon detectors (SNSPDs) that
closely approaches the ideal performance of SPDs. Our detector system has a
system detection efficiency (SDE), including optical coupling losses, greater
than 90% in the wavelength range \lambda = 1520-1610 nm; device dark count rate
(measured with the device shielded from room-temperature blackbody radiation)
of ~ 0.01 cps; timing jitter of ~ 150 ps FWHM; and reset time of 40 ns.
"
"The Pierre Auger Observatory II: Studies of Cosmic Ray Composition and
  Hadronic Interaction models","  Studies of the composition of the highest energy cosmic rays with the Pierre
Auger Observatory, including examination of hadronic physics effects on the
structure of extensive air showers.
"
Complex bifurcations in B\'enard-Marangoni convection,"  We study the dynamics of a system defined by the Navier-Stokes equations for
a non-compressible fluid with Marangoni boundary conditions in the two
dimensional case. We show that more complicated bifurcations can appear in this
system for a certain nonlinear temperature profile as compared to bifurcations
in the classical Rayleigh-B\'enard and B\'enard-Marangoni systems with simple
linear vertical temperature profiles. In terms of the B\'enard-Marangoni
convection, the obtained mathematical results lead to our understanding of
complex spatial patterns at a free liquid surface, which can be induced by a
complicated profile of temperature or a chemical concentration at that surface.
In addition, we discuss some possible applications of the results to turbulence
theory and climate science.
"
Sunset integrals at finite volume,"  Chiral Perturbation Theory is a useful tool to aid in performing the various
extrapolations needed in lattice QCD calculations of physical quantities. These
include extrapolations in quark mass, finite lattice spacing and finite size of
the lattice. Especially the latter will become more important when the quark
masses on the lattice become smaller.
  Here we develop the needed two-loop integrals at finite volume to do the
calculations for masses and decay constants for all general mass cases.
  I will present results based on an expansion in Bessel functions as well as
on a version using theta functions and compare their efficiency. Work is in
progress to combine these results with two-loop ChPT calculations.
"
"The COSMOS Density Field: A Reconstruction Using Both Weak Lensing and
  Galaxy Distributions","  The COSMOS field has been the subject of a wide range of observations, with a
number of studies focusing on reconstructing the 3D dark matter density field.
Typically, these studies have focused on one given method or tracer. In this
paper, we reconstruct the distribution of mass in the COSMOS field out to a
redshift z=1 by combining Hubble Space Telescope weak lensing measurements with
zCOSMOS spectroscopic measurements of galaxy clustering. The distribution of
galaxies traces the distribution of mass with high resolution (particularly in
redshift, which is not possible with lensing), and the lensing data empirically
calibrates the mass normalisation (bypassing the need for theoretical models).
Two steps are needed to convert a galaxy survey into a density field. The first
step is to create a smooth field from the galaxy positions, which is a point
field. We investigate four possible methods for this: (i) Gaussian smoothing,
(ii) convolution with truncated isothermal sphere, (iii) fifth nearest
neighbour smoothing and (iv) a muliti-scale entropy method. The second step is
to rescale this density field using a bias prescription. We calculate the
optimal bias scaling for each method by comparing predictions from the smoothed
density field with the measured weak lensing data, on a galaxy-by-galaxy basis.
In general, we find scale-independent bias for all the smoothing schemes, to a
precision of 10%. For the nearest neighbour smoothing case, we find the bias to
be 2.51\pm 0.25. We also find evidence for a strongly evolving bias, increasing
by a factor of ~3.5 between redshifts 0<z<0.8. We believe this strong evolution
can be explained by the fact that we use a flux limited sample to build the
density field.
"
Determining distances to stars statistically from photometry,"  In determining the distances to stars within the Milky Way galaxy, one often
uses photometric or spectroscopic parallax. In these methods, the type of each
individual star is determined, and the absolute magnitude of that star type is
compared with the measured apparent magnitude to determine individual
distances. In this article, we define the term statistical photometric
parallax, in which statistical knowledge of the absolute magnitudes of stellar
populations is used to determine the underlying density distributions of those
stars. This technique has been used to determine the density distribution of
the Milky Way stellar halo and its component tidal streams, using very large
samples of stars from the Sloan Digital Sky Survey. Most recently, the
volunteer computing platform MilkyWay@home has been used to find the best fit
model parameters for the density of these halo stars.
"
"A Study of the Correlation Between Electrical Resistivity and Matric
  Suction for Unsaturated Ash-Fall Pyroclastic Soils in the Campania Region
  (Southern Italy)","  In the territory of the Campania region (southern Italy), critical rainfall
events periodically trigger dangerous fast slope movements involving ashy and
pyroclastic soils originated by the explosive phases of the Mt. Somma-Vesuvius
volcano and deposited along the surrounding mountain ranges. In this paper, an
integration of engineering-geological and geophysical measurements is presented
to characterize unsaturated pyroclastic samples collected in a test area on the
Sarno Mountains (Salerno and Avellino provinces, Campania region). The
laboratory analyses were aimed at defining both soil water retention and
electrical resistivity curves versus water content. From the matching of the
experimental data, a direct relationship between electrical resistivity and
matric suction is retrieved for the investigated soil horizons typical of a
ash-fall pyroclastic succession. The obtained relation turns out to be helpful
in characterizing soils up to close saturation, which is a critical condition
for the trigger of slope failure. In such a regime, the water content and the
matric suction have small variations, while electrical resistivity variations
can be appreciated in a larger range of values. For this reason, besides
suction measurements on very small soil volumes through classical tensiometers,
our analyses suggest the direct monitoring of in-situ electrical resistivity
values as an effective tool to recognise the hydrological state of larger and
more representative soil volumes and to improve early warning of dangerous
slope movements.
"
"Probing atom-surface interactions by diffraction of Bose-Einstein
  condensates","  In this article we analyze the Casimir-Polder interaction of atoms with a
solid grating and an additional repulsive interaction between the atoms and the
grating in the presence of an external laser source. The combined potential
landscape above the solid body is probed locally by diffraction of
Bose-Einstein condensates. Measured diffraction efficiencies reveal information
about the shape of the Casimir-Polder interaction and allow us to discern
between models based on a pairwise-summation (Hamaker) approach and Lifshitz
theory.
"
